brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Potencia,Capacidade_Motor,Numero_Cilindros,Numero_Valvulas,T2,Categoria_ET,Categoria_Marca,Categoria_Modelo,Categoria_IntCol,Categoria_ExtCol,condicao_do_veiculo,popularidade_modelo,popularidade_marca,eficiencia,Categoria_MarcaModelo,idade_carro,idade_quilometragem,km_por_ano,marca_modelo,cc
BMW,435 i,2014,80211,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Red,At least 1 accident or damage reported,Yes,17995,300.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,4,304,100.0,6,9.999999999899956,802109.9999919754,8021.100000080247,BMW 435 i,20
Ford,Fusion Hybrid SE Hybrid,2013,126225,Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,Silver,Black,At least 1 accident or damage reported,Yes,11500,188.0,2.0,4.0,24.0,7.0,2,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,311,94.0,3,10.999999999899956,1388474.999987372,11475.000000104365,Ford Fusion Hybrid SE Hybrid,13
BMW,440 i xDrive,2018,73500,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Black,Blue,None reported,Yes,32000,320.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,304,106.66666666666669,6,5.999999999899956,440999.99999264674,12250.000000204258,BMW 440 i xDrive,15
INFINITI,QX80 SENSORY,2023,8600,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Brown,None reported,No,78990,400.0,5.6,8.0,24.0,7.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,2,45,71.42857142857143,2,0.9999999998999556,8599.999999139618,8600.000000860382,INFINITI QX80 SENSORY,16
Audi,R8 5.2 V10 performance,2020,12245,Gasoline,5.2L V10 40V PDI DOHC,7-Speed Automatic with Auto-Shift,Daytona Gray Pearl Effect w/ Black Roof,Black / Express Red,None reported,No,187900,311.0,5.2,10.0,40.0,7.0,1,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Baixa Frequência ext_col,avg,1,146,59.80769230769231,4,3.999999999899956,48979.99999877496,3061.2500000765654,Audi R8 5.2 V10 performance,10
Jeep,Wrangler Unlimited Rubicon,2020,49990,Gasoline,270.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,53000,270.0,2.0,4.0,24.0,8.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,3,108,135.0,3,3.999999999899956,199959.9999949988,12497.500000312575,Jeep Wrangler Unlimited Rubicon,22
Porsche,Boxster GTS,2016,40350,Gasoline,330.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,67995,330.0,3.4,6.0,24.0,7.0,3,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,163,97.05882352941175,6,7.999999999899956,322799.9999959632,5043.750000063075,Porsche Boxster GTS,15
Saturn,Vue Hybrid Base,2009,115000,Hybrid,172.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Blue,Beige,None reported,Yes,4400,172.0,2.4,4.0,24.0,7.0,2,Baixa Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,5,71.66666666666667,3,14.999999999899956,1724999.999988495,7666.666666717801,Saturn Vue Hybrid Base,5
Jaguar,F-TYPE R,2018,16002,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,Yes,74900,550.0,5.0,8.0,24.0,8.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,3,37,110.0,2,5.999999999899956,96011.99999839909,2667.0000000444697,Jaguar F-TYPE R,7
Porsche,Taycan Turbo,2020,2076,Elétrico,Electric,Automatic,Gray,Red,None reported,No,115998,311.0,3.5,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,3,163,88.85714285714286,5,3.999999999899956,8303.999999792308,519.0000000129808,Porsche Taycan Turbo,8
Jeep,Wrangler Unlimited,2005,146000,Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,15900,190.0,4.0,6.0,24.0,7.0,3,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,108,47.5,5,18.99999999989996,2773999.9999853936,7684.210526356251,Jeep Wrangler Unlimited,9
BMW,340 i,2018,44261,Gasoline,3.0 Liter Turbo,Automatic,Gray,Black,None reported,No,33598,311.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,3,304,103.66666666666669,6,5.999999999899956,265565.9999955719,7376.833333456335,BMW 340 i,8
Chevrolet,Corvette Stingray w/3LT,2023,1100,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,None reported,Yes,92000,490.0,6.2,8.0,24.0,8.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,5,243,79.03225806451613,2,0.9999999998999556,1099.9999998899511,1100.0000001100489,Chevrolet Corvette Stingray w/3LT,16
Lamborghini,Urus Base,2021,13692,Gasoline,641.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,Yes,257000,641.0,4.0,8.0,24.0,8.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,3,22,160.25,2,2.999999999899956,41075.99999863019,4564.000000152201,Lamborghini Urus Base,7
Jeep,Wrangler SE,2003,92000,Gasoline,150.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,M/T,Gold,Black,None reported,Yes,12500,150.0,2.4,4.0,24.0,7.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,3,108,62.5,3,20.99999999989996,1931999.999990796,4380.952380973252,Jeep Wrangler SE,11
RAM,1500 Laramie,2022,15741,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Flame Red Clearcoat,Black,None reported,No,45999,311.0,5.7,8.0,16.0,8.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,15,74,54.56140350877193,2,1.999999999899956,31481.9999984252,7870.5000003937,RAM 1500 Laramie,17
BMW,330 i xDrive,2018,117000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,17000,248.0,2.0,4.0,24.0,8.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,5,304,124.0,3,5.999999999899956,701999.9999882948,19500.000000325144,BMW 330 i xDrive,22
BMW,M4 Base,2018,19600,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,62000,425.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,14,304,141.66666666666666,6,5.999999999899956,117599.99999803911,3266.6666667211352,BMW M4 Base,20
Alfa,Romeo Giulia Ti,2020,23339,Gasoline,2.0L I4 16V GDI SOHC Turbo,8-Speed Automatic,Rosso,Black,None reported,No,34645,311.0,2.0,4.0,16.0,8.0,2,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Baixa Frequência ext_col,avg,5,16,155.5,3,3.999999999899956,93355.99999766506,5834.750000145934,Alfa Romeo Giulia Ti,12
BMW,M6 Base,2016,25500,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,55000,560.0,4.4,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,3,304,127.27272727272728,2,7.999999999899956,203999.99999744887,3187.5000000398613,BMW M6 Base,7
BMW,228 Gran Coupe i xDrive,2020,31100,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,White,None reported,Yes,26999,228.0,2.0,4.0,24.0,8.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,304,114.0,3,3.999999999899956,124399.99999688864,7775.000000194462,BMW 228 Gran Coupe i xDrive,22
Porsche,Cayman GT4,2016,15168,Gasoline,385.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,115000,385.0,3.8,6.0,24.0,6.0,3,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,163,101.31578947368422,6,7.999999999899956,121343.99999848253,1896.0000000237103,Porsche Cayman GT4,15
Lexus,GX 470 Base,2004,154000,Gasoline,235.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,10000,235.0,4.7,8.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,6,131,50.0,5,19.99999999989996,3079999.999984593,7700.000000038517,Lexus GX 470 Base,23
Mercedes-Benz,C-Class C 63 AMG,2014,84500,Gasoline,451.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,41500,451.0,6.2,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,3,251,72.74193548387096,2,9.999999999899956,844999.9999915463,8450.000000084538,Mercedes-Benz C-Class C 63 AMG,16
Rivian,R1S Adventure Package,2023,211,Elétrico,835.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,99000,835.0,3.5,6.0,24.0,7.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,10,14,238.57142857142856,2,0.9999999998999556,210.99999997889063,211.00000002110937,Rivian R1S Adventure Package,21
BMW,135 i,2011,132000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,11000,300.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,3,304,100.0,6,12.999999999899956,1715999.999986794,10153.846153924294,BMW 135 i,11
RAM,1500 SLT,2017,45000,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,29999,395.0,5.7,8.0,24.0,7.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,3,74,69.29824561403508,2,6.999999999899956,314999.999995498,6428.5714286633065,RAM 1500 SLT,16
INFINITI,QX60 Base,2018,48000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,None reported,Yes,27000,295.0,3.5,6.0,24.0,7.0,3,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,5,45,84.28571428571429,5,5.999999999899956,287999.99999519787,8000.000000133393,INFINITI QX60 Base,15
BMW,M3 Competition,2022,14269,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Orange,None reported,Yes,80000,503.0,3.0,6.0,24.0,8.0,0,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,1,304,167.66666666666666,6,1.999999999899956,28537.999998572464,7134.500000356884,BMW M3 Competition,2
BMW,340 i,2016,117660,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,19500,320.0,3.0,6.0,24.0,8.0,0,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,3,304,106.66666666666669,6,7.999999999899956,941279.9999882288,14707.500000183923,BMW 340 i,20
Hyundai,Sonata SE,2013,43903,Gasoline,200.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,Yes,12500,200.0,2.4,4.0,24.0,7.0,2,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,52,83.33333333333334,3,10.999999999899956,482932.99999560777,3991.1818182181178,Hyundai Sonata SE,13
BMW,M5 Base,2023,816,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Alpine White,Black,None reported,No,109900,311.0,4.4,8.0,32.0,8.0,0,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,11,304,70.68181818181817,5,0.9999999998999556,815.9999999183638,816.0000000816362,BMW M5 Base,10
Ford,F-250 Platinum,2017,22000,E85 Flex Fuel,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Beige,Black,At least 1 accident or damage reported,Yes,53000,385.0,6.2,8.0,24.0,6.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,4,311,62.096774193548384,2,6.999999999899956,153999.99999779902,3142.857142902061,Ford F-250 Platinum,4
BMW,X1 xDrive 28i,2015,85766,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,13000,240.0,2.0,4.0,24.0,7.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,304,120.0,3,8.999999999899956,771893.9999914196,9529.555555661487,BMW X1 xDrive 28i,22
RAM,1500 Sport,2017,41789,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Green,Black,At least 1 accident or damage reported,Yes,42500,395.0,5.7,8.0,24.0,7.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,2,74,69.29824561403508,2,6.999999999899956,292522.99999581923,5969.857142942465,RAM 1500 Sport,4
Nissan,Frontier SL,2011,103400,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,17000,261.0,4.0,6.0,24.0,5.0,3,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,94,65.25,5,12.999999999899956,1344199.999989655,7953.846153907364,Nissan Frontier SL,9
Nissan,GT-R Premium,2021,22185,Gasoline,3.8L V6 24V MPFI DOHC Twin Turbo,6-Speed Automatic with Auto-Shift,Bayside Blue,Gray,None reported,Yes,131999,311.0,3.8,6.0,24.0,6.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Baixa Frequência ext_col,bom,7,94,81.8421052631579,5,2.999999999899956,66554.99999778051,7395.0000002466095,Nissan GT-R Premium,15
Ford,Focus SE,2012,108045,Gasoline,160.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Gray,None reported,Yes,6500,160.0,2.0,4.0,24.0,6.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,6,311,80.0,3,11.999999999899956,1296539.9999891906,9003.750000075064,Ford Focus SE,5
Mercedes-Benz,E-Class E 550,2014,43690,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,23500,402.0,4.7,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,4,251,85.53191489361701,2,9.999999999899956,436899.999995629,4369.000000043709,Mercedes-Benz E-Class E 550,16
Chevrolet,Colorado LT,2019,139116,Gasoline,3.6L V6 24V GDI DOHC,Automatic,Red,Jet Black,At least 1 accident or damage reported,Yes,24899,311.0,3.6,6.0,24.0,7.0,3,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,243,86.38888888888889,5,4.999999999899956,695579.9999860822,27823.20000055671,Chevrolet Colorado LT,20
Mazda,MX-5 Miata Base,1992,125800,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,None reported,Yes,11500,311.0,3.5,6.0,24.0,5.0,3,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,4,52,88.85714285714286,5,31.99999999989996,4025599.999987415,3931.2500000122905,Mazda MX-5 Miata Base,23
Ford,Excursion Limited,2003,67550,Diesel,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,Gold,Beige,None reported,Yes,30000,325.0,6.0,8.0,24.0,5.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,6,311,54.16666666666666,2,20.99999999989996,1418549.999993242,3216.666666681991,Ford Excursion Limited,3
Dodge,Ram 1500 ST,2011,134000,Gasoline,390.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,10500,390.0,5.7,8.0,24.0,7.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,4,72,68.42105263157895,2,12.999999999899956,1741999.999986594,10307.692307771633,Dodge Ram 1500 ST,4
Chevrolet,Suburban 1500 LTZ,2015,217500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,20000,355.0,5.3,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,4,243,66.9811320754717,2,8.999999999899956,1957499.9999782403,24166.666666935304,Chevrolet Suburban 1500 LTZ,3
Tesla,Model Y Long Range,2022,500,Elétrico,425.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,45900,425.0,3.5,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,15,75,121.42857142857144,6,1.999999999899956,999.9999999499778,250.00000001250555,Tesla Model Y Long Range,2
BMW,ALPINA B7 ALPINA B7 xDrive,2020,15097,Gasoline,4.4 Liter Twin Turbo,Automatic,Frozen Dark Silver Metallic,Black,None reported,No,99998,311.0,4.4,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Baixa Frequência ext_col,avg,2,304,70.68181818181817,5,3.999999999899956,60387.99999848963,3774.2500000943983,BMW ALPINA B7 ALPINA B7 xDrive,8
Chevrolet,Cruze LTZ,2013,87000,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,10000,138.0,1.4,4.0,24.0,7.0,2,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,243,98.57142857142858,3,10.999999999899956,956999.999991296,7909.090909162842,Chevrolet Cruze LTZ,13
Lamborghini,Huracan EVO Coupe,2021,5718,Gasoline,"5.2L V-10 gasoline direct injection, DOHC, variable valve contro",Automatic,Arancio Borealis,Nero Ade,None reported,No,279991,311.0,5.2,6.0,24.0,7.0,3,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Baixa Frequência ext_col,avg,1,22,59.80769230769231,5,2.999999999899956,17153.999999427946,1906.0000000635616,Lamborghini Huracan EVO Coupe,8
Lexus,LS 460 L,2008,100000,Gasoline,380.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,11500,380.0,4.6,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,2,131,82.60869565217392,2,15.999999999899956,1599999.9999899955,6250.00000003908,Lexus LS 460 L,4
Porsche,Cayenne S,2014,36000,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,37000,400.0,4.8,8.0,24.0,8.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,4,163,83.33333333333334,2,9.999999999899956,359999.9999963984,3600.000000036016,Porsche Cayenne S,16
Audi,S5 3.0T Premium Plus,2014,67900,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,No,25990,333.0,3.0,6.0,24.0,6.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,2,146,111.0,6,9.999999999899956,678999.9999932069,6790.00000006793,Audi S5 3.0T Premium Plus,8
Toyota,Tacoma SR,2020,27363,Gasoline,278.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Gray,None reported,Yes,35000,278.0,3.5,6.0,24.0,6.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,bom,2,144,79.42857142857143,5,3.999999999899956,109451.99999726248,6840.750000171095,Toyota Tacoma SR,15
Dodge,Challenger R/T Scat Pack,2022,1240,Gasoline,6.4L V8 16V MPFI OHV,8-Speed Automatic,Go Mango!,Black,None reported,No,53900,311.0,6.4,8.0,16.0,8.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Baixa Frequência ext_col,avg,4,72,48.59375,2,1.999999999899956,2479.999999875945,620.0000000310138,Dodge Challenger R/T Scat Pack,17
Subaru,WRX Limited,2015,91000,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,At least 1 accident or damage reported,Yes,19000,268.0,2.0,4.0,24.0,6.0,2,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,2,48,134.0,3,8.999999999899956,818999.999990896,10111.111111223508,Subaru WRX Limited,13
Scion,tC Base,2013,177600,Gasoline,180.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,7100,180.0,2.5,4.0,24.0,6.0,2,Baixa Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,3,72.0,3,10.999999999899956,1953599.999982232,16145.454545601388,Scion tC Base,9
Audi,S5 4.2 Premium Plus,2011,156875,Gasoline,354.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Red,At least 1 accident or damage reported,Yes,9900,354.0,4.2,8.0,24.0,6.0,1,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col,avg,1,146,84.28571428571428,2,12.999999999899956,2039374.9999843056,12067.307692400558,Audi S5 4.2 Premium Plus,4
Toyota,4Runner TRD Pro,2021,35048,Gasoline,4.0L V6 24V MPFI DOHC,5-Speed Automatic,Lunar Rock,Black / Graphite,None reported,No,52590,311.0,4.0,6.0,24.0,5.0,3,Alta Frequência Marca,Baixa Frequência Modelo,Baixa Frequência int_col,Baixa Frequência ext_col,avg,1,144,77.75,5,2.999999999899956,105143.99999649364,11682.666667056264,Toyota 4Runner TRD Pro,8
