brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Potencia,Capacidade_Motor,Numero_Cilindros,Numero_Valvulas,T2,Categoria_ET,Categoria_Marca,Categoria_Modelo,Categoria_IntCol,Categoria_ExtCol
Mercedes-Benz,Sprinter 3500 High Roof,2017,124630,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,5-Speed A/T,Black,Black,None reported,Yes,75000,188.0,3.0,6.0,24.0,5.0,3,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
BMW,X6 M Base,2023,7000,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Gray,None reported,Yes,144900,600.0,4.4,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Mercedes-Benz,E-Class E 550,2017,56000,Gasoline,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,White,None reported,Yes,35750,402.0,4.7,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Porsche,Boxster Base,2010,64800,Gasoline,255.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,At least 1 accident or damage reported,Yes,20900,255.0,2.9,6.0,24.0,6.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Jaguar,XF Luxury,2009,91491,Gasoline,300.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,7000,300.0,4.2,8.0,24.0,6.0,3,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Kia,Seltos S,2023,5182,Gasoline,146.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,32500,146.0,2.0,4.0,24.0,7.0,2,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
GMC,Yukon Denali,2019,88450,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,42900,420.0,6.2,8.0,24.0,10.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Porsche,Cayenne Platinum Edition,2018,50166,Gasoline,3.6L V6 24V GDI DOHC,8-Speed Automatic,White,Black,At least 1 accident or damage reported,Yes,43550,311.0,3.6,6.0,24.0,8.0,0,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Nissan,Rogue SL,2017,78110,Gasoline,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,No,17500,170.0,2.5,4.0,24.0,7.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Ford,F-150 XLT,2021,24207,Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Black,Black,None reported,Yes,43430,311.0,2.7,6.0,24.0,10.0,0,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Toyota,Tundra TRD Pro,2016,51400,E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,No,39900,381.0,5.7,8.0,24.0,6.0,1,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
BMW,X7 xDrive40i,2023,2437,Hybrid,375.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,78350,375.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Mercedes-Benz,C-Class C 300 4MATIC Luxury,2011,95500,Gasoline,228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,At least 1 accident or damage reported,Yes,15990,228.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Bugatti,Veyron 16.4 Grand Sport,2011,6330,Gasoline,8.0L W16 64V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,White,White,None reported,Yes,1950995,311.0,8.0,6.0,64.0,7.0,0,Baixa Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Chevrolet,Monte Carlo SS,2005,75000,Gasoline,240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,12500,240.0,3.8,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Mitsubishi,Lancer Evolution Base,2003,61491,Gasoline,271.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Black,At least 1 accident or damage reported,Yes,28000,271.0,2.0,4.0,24.0,5.0,2,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Toyota,Corolla LE,2003,124756,Gasoline,130.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,M/T,Beige,Beige,At least 1 accident or damage reported,Yes,4995,130.0,1.8,4.0,24.0,7.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Chevrolet,Tahoe LT,2021,71536,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,Black,Jet Black,None reported,Yes,49685,311.0,5.3,8.0,16.0,10.0,0,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Nissan,Rogue SL,2019,29558,Gasoline,2.5L I4 16V MPFI DOHC,Automatic CVT,Magnetic Black,Charcoal,None reported,Yes,25884,311.0,2.5,4.0,16.0,7.0,4,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Chevrolet,Avalanche 1500 LTZ,2007,75124,E85 Flex Fuel,310.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Red,Gray,None reported,Yes,16499,310.0,5.3,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Rivian,R1S Adventure Package,2023,159,Eletric,533.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,95500,533.0,3.5,6.0,24.0,7.0,3,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Porsche,911 Turbo S,2019,31000,Gasoline,580.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,179900,580.0,3.8,6.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Volkswagen,Golf GTI 2.0T S 4-Door,2016,89000,Gasoline,210.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,14500,210.0,2.0,4.0,24.0,6.0,2,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Kia,Optima Hybrid EX,2012,117220,Hybrid,206.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Black,Black,None reported,Yes,8900,206.0,2.4,4.0,24.0,7.0,2,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Porsche,911 Carrera 4S,2018,31678,Gasoline,3.0 Liter,Black,Silver,Black,None reported,No,106798,311.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
RAM,ProMaster 2500 High Roof,2019,88000,Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,39900,280.0,3.6,6.0,24.0,6.0,3,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Toyota,Tundra Hybrid TRD Pro,2022,19000,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Orange,Black,None reported,Yes,71000,437.0,3.4,6.0,24.0,10.0,0,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Cadillac,CTS Luxury,2011,66200,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,16499,270.0,3.0,6.0,24.0,6.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Acura,TL Technology,2013,40000,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Gray,None reported,Yes,24000,280.0,3.5,6.0,24.0,6.0,3,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Ford,F-150 Lariat,2020,26540,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,46995,375.0,3.5,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Audi,A8 L 55,2019,39000,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Brown,None reported,Yes,50000,335.0,3.0,6.0,24.0,8.0,0,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Land,Rover Range Rover Evoque SE,2020,38356,Gasoline,2.0 Liter,Automatic,Firenze Red Metallic,Ebony,None reported,No,36598,311.0,2.0,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Baixa Frequência ext_col
Bentley,Continental GT W12,2021,16146,Gasoline,"6L W-12 port/direct injection, DOHC, variable valve control, twi",Automatic,Fountain Blue,Linen,None reported,No,239991,311.0,6.0,6.0,24.0,7.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Baixa Frequência ext_col
Dodge,Sprinter 2500 High Roof,2004,55000,Diesel,154.0HP 2.7L 5 Cylinder Engine Diesel Fuel,A/T,White,Gray,None reported,Yes,24000,154.0,2.7,5.0,24.0,7.0,2,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
INFINITI,QX80 Base,2016,60000,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Beige,At least 1 accident or damage reported,Yes,25950,400.0,5.6,8.0,24.0,7.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Lexus,NX 300 Base,2021,6449,Gasoline,2.0L I4 16V PDI DOHC Turbo,6-Speed Automatic,Silver,Black,At least 1 accident or damage reported,No,35999,311.0,2.0,4.0,16.0,6.0,4,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Porsche,Taycan Base,2021,13344,Eletric,321.0HP Electric Motor Electric Fuel System,2-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,83499,321.0,3.5,6.0,24.0,2.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Porsche,Cayman Base,2007,75137,Gasoline,245.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,M/T,Black,Gray,At least 1 accident or damage reported,Yes,24999,245.0,2.7,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
BMW,X6 xDrive40i,2020,45076,Gasoline,3.0 Liter Turbo,Automatic,Blue,Black,None reported,No,57998,311.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
GMC,Acadia SLE-2,2015,96000,Gasoline,281.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,Yes,17000,281.0,3.6,6.0,24.0,6.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Porsche,Boxster S,2005,44400,Gasoline,280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,29800,280.0,3.2,6.0,24.0,6.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Land,Rover Range Rover Sport Supercharged,2008,140600,Gasoline,390.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,None reported,Yes,7500,390.0,4.2,8.0,24.0,6.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Audi,S5 3.0T Premium,2021,18100,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,None reported,Yes,51800,349.0,3.0,6.0,24.0,8.0,0,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Subaru,Outback Limited XT,2020,36844,Gasoline,2.4L H4 16V GDI DOHC Turbo,Automatic CVT,Magnetite Gray Metallic,Black,At least 1 accident or damage reported,No,30427,311.0,2.4,6.0,16.0,7.0,4,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Baixa Frequência ext_col
Mercedes-Benz,GL-Class GL 450,2011,112854,Gasoline,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,None reported,Yes,11999,335.0,4.7,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
RAM,1500 Rebel,2018,54800,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,37050,395.0,5.7,8.0,24.0,7.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Nissan,Titan S,2017,20220,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Gray,None reported,Yes,32324,390.0,5.6,8.0,24.0,7.0,1,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Chevrolet,Silverado 3500 LTZ,2022,85200,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Silver,Gray,None reported,Yes,67500,445.0,6.6,8.0,24.0,10.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
BMW,550 Gran Turismo i,2013,79341,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Brown,None reported,Yes,16800,445.0,4.4,8.0,24.0,7.0,1,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Volkswagen,Golf GTI 2.0T SE 4-Door,2018,70500,Gasoline,220.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,23000,220.0,2.0,4.0,24.0,7.0,2,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Ford,F-150 XLT,2019,44460,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Gray,None reported,Yes,34500,325.0,2.7,6.0,24.0,10.0,0,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Mercedes-Benz,SLK-Class SLK 350,2015,16000,Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Red,At least 1 accident or damage reported,Yes,30500,302.0,3.5,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Nissan,Maxima SV,2022,36466,Gasoline,3.5L V6 24V GDI DOHC,Automatic CVT,Brilliant Silver Metallic,Charcoal,None reported,No,24980,311.0,3.5,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Honda,Accord Sport,2013,405000,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,None reported,Yes,6000,185.0,2.4,4.0,24.0,7.0,2,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Porsche,911 GT3,2018,9712,Gasoline,4.0L H6 24V GDI DOHC,7-Speed Automatic with Auto-Shift,Red,Black,None reported,No,188900,311.0,4.0,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Audi,S4 3.0T Premium Plus,2022,10900,Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,53900,349.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Honda,Pilot Elite,2021,42653,Gasoline,3.5L V6 24V GDI SOHC,9-Speed Automatic,Gray,Black,None reported,No,38998,311.0,3.5,6.0,24.0,9.0,0,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Genesis,G70 3.3T Advanced,2019,48000,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,29999,365.0,3.3,6.0,24.0,8.0,0,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Toyota,Highlander Base,2001,231581,Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,4300,220.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Acura,MDX 3.7L Advance,2013,20750,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,33000,300.0,3.7,6.0,24.0,6.0,3,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
BMW,M6 Gran Coupe Base,2017,27965,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Green,Black,None reported,Yes,58000,560.0,4.4,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Dodge,Durango GT,2022,24778,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Octane Red Pearlcoat,Black,At least 1 accident or damage reported,No,36599,311.0,3.6,6.0,24.0,8.0,0,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Baixa Frequência ext_col
Porsche,911 GT3,2018,5989,Gasoline,"4L H-6 gasoline direct injection, DOHC, VarioCam Plus variable v","Manual, 6-Spd",GT SILVER,BLACK,None reported,No,209000,311.0,4.0,6.0,24.0,6.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Baixa Frequência ext_col
Land,Rover Range Rover Sport 3.0L Supercharged HSE,2018,104700,Gasoline,V6,Automatic,Fuji White,Ivory / Ebony,At least 1 accident or damage reported,No,30775,311.0,3.5,6.0,24.0,7.0,3,Alta Frequência Marca,Baixa Frequência Modelo,Baixa Frequência int_col,Alta Frequência ext_col
Maserati,Ghibli S Q4,2018,20000,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,Yes,43000,424.0,3.0,6.0,24.0,7.0,3,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Hummer,H2 Base,2003,149961,Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,At least 1 accident or damage reported,Yes,12500,316.0,6.0,8.0,24.0,7.0,1,Média Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
BMW,X5 xDrive35i,2014,120000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,No,20000,300.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
BMW,335 i xDrive,2013,82849,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,19999,300.0,3.0,6.0,24.0,8.0,0,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Jeep,Compass Latitude,2014,105000,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,10950,158.0,2.0,4.0,24.0,7.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Toyota,Sequoia TRD Pro,2020,37428,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,61599,381.0,5.7,8.0,24.0,6.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
BMW,M3 Base,2003,127273,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,15000,333.0,3.2,6.0,24.0,6.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Ford,Bronco Big Bend,2022,17000,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,44000,275.0,2.3,4.0,24.0,7.0,2,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Acura,RDX w/Advance Package,2021,36267,Gasoline,2.0 Liter Turbo,Automatic,White,Parchment,None reported,No,39798,311.0,2.0,6.0,24.0,7.0,3,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
GMC,Yukon XL SLT,2023,28500,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,67800,355.0,5.3,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Audi,A4 2.0T Premium Plus,2015,83420,E85 Flex Fuel,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,8-Speed A/T,Red,Gray,At least 1 accident or damage reported,Yes,16000,220.0,2.0,4.0,24.0,8.0,2,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Audi,A7 3.0T Premium,2019,45900,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,Yes,41500,335.0,3.0,6.0,24.0,7.0,3,Alta Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Dodge,Ram 1500 Laramie Mega Cab,2006,300183,Gasoline,345.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,10900,345.0,5.7,8.0,24.0,7.0,1,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Lamborghini,Gallardo LP550-2,2013,22000,Gasoline,550.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,150000,550.0,5.2,10.0,24.0,6.0,1,Média Frequência Marca,Baixa Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Tesla,Model 3 Long Range,2021,23749,Eletric,Electric,1-Speed Automatic,White,Black,None reported,No,35999,311.0,3.5,6.0,24.0,1.0,3,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
Chevrolet,Corvette Base,2003,145000,Gasoline,350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,22000,350.0,5.7,8.0,24.0,7.0,1,Alta Frequência Marca,Alta Frequência Modelo,Alta Frequência int_col,Alta Frequência ext_col
