brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,Potencia,Capacidade_Motor,Numero_Cilindros,Numero_Valvulas,T2,Categoria_ET,Categoria_Marca,Categoria_Modelo,Categoria_IntCol,Categoria_ExtCol,Categoria_MarcaModelo,condicao_do_veiculo,popularidade_modelo,popularidade_marca,eficiencia,idade_carro,idade_quilometragem,km_por_ano,cc
Ford,Shelby GT500 Base,2022,2050,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,Yes,94999,760.0,5.2,8.0,24.0,7.0,1,1,3,5,6,2,bom,4,224,146.15384615384616,1.9999999998999556,4099.999999794909,1025.0000000512728,3
Lexus,IS 350 Base,2014,123000,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,18000,306.0,3.5,6.0,24.0,6.0,3,2,2,4,5,1,avg,3,125,87.42857142857143,9.999999999899956,1229999.9999876944,12300.000000123055,1
Maserati,Ghibli S Q4,2017,49750,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,27995,404.0,3.0,6.0,24.0,7.0,3,3,4,14,1,6,bom,6,28,134.66666666666666,6.999999999899956,348249.9999950228,7107.142857244433,2
Ford,Shelby GT500 Base,2021,19200,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,82950,760.0,5.2,8.0,24.0,7.0,1,1,3,5,6,2,bom,4,224,146.15384615384616,2.9999999998999556,57599.99999807915,6400.000000213428,3
INFINITI,M56 Base,2011,137000,Gasoline,420.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Brown,At least 1 accident or damage reported,Yes,8500,420.0,5.6,8.0,24.0,7.0,1,1,5,16,4,2,avg,1,44,75.0,12.999999999899956,1780999.999986294,10538.461538542639,0
Audi,Q5 S line Premium,2022,8193,Hybrid,2.0 Liter TFSI,Automatic,Florett Silver,Black,None reported,No,42598,311.0,2.0,6.0,24.0,7.0,3,3,4,14,1,1,avg,3,139,155.5,1.9999999998999556,16385.999999180334,4096.500000204916,2
INFINITI,Q70 3.7,2014,70312,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,19995,330.0,3.7,6.0,24.0,7.0,3,3,4,12,9,1,bom,1,44,89.18918918918918,9.999999999899956,703119.9999929657,7031.200000070343,1
Nissan,GT-R Black Edition,2015,16850,Gasoline,545.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,95000,545.0,3.8,6.0,24.0,7.0,1,3,3,5,6,6,bom,1,84,143.42105263157896,8.999999999899956,151649.99999831425,1872.222222243034,2
BMW,M235 i,2015,68750,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,Black,None reported,Yes,25999,320.0,3.0,6.0,24.0,6.0,3,2,2,4,5,1,bom,2,297,106.66666666666667,8.999999999899956,618749.999993122,7638.888888973803,1
Cadillac,XT5 Premium Luxury,2021,66500,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,28500,310.0,3.6,6.0,24.0,7.0,3,3,4,12,9,1,bom,1,77,86.11111111111111,2.9999999998999556,199499.99999334704,22166.666667405883,2
Toyota,Corolla S Plus,2016,68364,Gasoline,132.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,16000,132.0,1.8,4.0,24.0,7.0,2,0,0,13,0,0,bom,1,131,73.33333333333333,7.999999999899956,546911.9999931606,8545.500000106866,1
Land,Rover Range Rover Velar SVAutobiography Dynamic Edition,2020,36500,Gasoline,550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,72000,550.0,5.0,8.0,24.0,7.0,1,1,3,8,4,2,bom,2,102,110.0,3.9999999998999556,145999.99999634837,9125.000000228227,3
Audi,Q5 3.0T Premium Plus,2015,60251,Gasoline,272.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,19000,272.0,3.0,6.0,24.0,7.0,3,3,4,12,9,1,avg,1,139,90.66666666666667,8.999999999899956,542258.9999939722,6694.555555629972,1
Audi,Q5 S line Premium Plus,2022,10071,Hybrid,2.0 Liter TFSI,Automatic,Mythos Black Metallic,Black,None reported,No,40598,311.0,2.0,6.0,24.0,7.0,3,3,4,14,1,1,avg,6,139,155.5,1.9999999998999556,20141.999998992454,5035.500000251887,2
BMW,330 i,2019,42200,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,27500,255.0,2.0,4.0,24.0,8.0,2,0,0,17,0,0,bom,4,297,127.5,4.999999999899956,210999.99999577814,8440.000000168875,2
Chevrolet,Corvette Stingray w/3LT,2022,5400,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,89900,490.0,6.2,8.0,24.0,8.0,1,1,5,8,4,2,bom,5,190,79.03225806451613,1.9999999998999556,10799.99999945976,2700.00000013506,3
Lexus,RX 350 Base,2021,20598,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,Atomic Silver,Gray,At least 1 accident or damage reported,No,42599,311.0,3.5,6.0,24.0,8.0,0,3,4,10,9,6,mau,6,125,88.85714285714286,2.9999999998999556,61793.99999793929,6866.000000228968,2
BMW,535 i xDrive,2011,135000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,None reported,Yes,9999,300.0,3.0,6.0,24.0,8.0,0,3,4,10,9,6,bom,7,297,100.0,12.999999999899956,1754999.999986494,10384.615384695302,1
Lexus,CT 200h Premium,2014,131200,Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Brown,Brown,None reported,Yes,14000,134.0,1.8,4.0,24.0,7.0,2,0,0,0,0,0,bom,4,125,74.44444444444444,9.999999999899956,1311999.9999868742,13120.000000131258,1
Ferrari,GTC4Lusso T,2018,31000,Gasoline,602.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,197499,602.0,3.9,8.0,24.0,7.0,1,3,3,5,6,2,bom,2,6,154.35897435897436,5.999999999899956,185999.99999689864,5166.666666752816,3
Mercedes-Benz,C-Class C 300 4MATIC,2021,19162,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,38500,255.0,2.0,4.0,24.0,7.0,2,0,0,17,0,0,bom,4,194,127.5,2.9999999998999556,57485.999998082945,6387.333333546339,2
Porsche,911 Carrera S,2007,50500,Gasoline,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,Yes,56000,355.0,3.8,6.0,24.0,6.0,3,2,2,4,5,1,bom,12,159,93.42105263157895,16.999999999899956,858499.9999949478,2970.5882353115994,1
Land,Rover Range Rover Velar P250 S R-Dynamic,2020,30500,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,None reported,Yes,44000,247.0,2.0,4.0,24.0,7.0,2,0,0,17,0,0,bom,2,102,123.5,3.9999999998999556,121999.99999694864,7625.00000019071,2
BMW,X7 xDrive40i,2021,9200,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Brown,At least 1 accident or damage reported,Yes,71200,335.0,3.0,6.0,24.0,8.0,0,3,4,10,1,6,avg,9,297,111.66666666666667,2.9999999998999556,27599.99999907959,3066.666666768934,2
Lexus,GX 460 Base,2015,106000,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,37500,301.0,4.6,8.0,24.0,7.0,1,1,5,16,2,2,bom,8,125,65.43478260869566,8.999999999899956,953999.9999893953,11777.777777908701,3
Porsche,911 Carrera 4S,2017,31500,Gasoline,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Red,None reported,Yes,97555,420.0,3.0,6.0,24.0,7.0,3,3,3,14,1,6,bom,7,159,140.0,6.999999999899956,220499.9999968486,4500.000000064314,2
BMW,M3 CS,2024,124,Gasoline,543.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Green,Black,None reported,Yes,145000,543.0,3.0,6.0,24.0,7.0,3,3,3,5,6,6,bom,3,297,181.0,-1.000444171950221e-10,-1.2405507732182741e-08,-1239449471311.1272,2
BMW,M4 Base,2017,30450,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,52999,425.0,3.0,6.0,24.0,7.0,3,3,3,14,1,6,bom,14,297,141.66666666666666,6.999999999899956,213149.99999695364,4350.00000006217,2
BMW,M3 Base,2015,74000,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,Gray,Black,None reported,Yes,40000,425.0,3.0,6.0,24.0,7.0,3,3,3,14,1,6,bom,21,297,141.66666666666666,8.999999999899956,665999.9999925967,8222.222222313621,2
Land,Rover Discovery Sport SE R-Dynamic,2020,21240,Gasoline,2.0 Liter,Automatic,White,Black,None reported,No,37998,311.0,2.0,6.0,24.0,7.0,3,3,4,14,1,1,avg,1,102,155.5,3.9999999998999556,84959.99999787506,5310.000000132809,2
Ford,F-250 Lariat,2016,122650,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Gray,Black,None reported,Yes,38900,440.0,6.7,8.0,24.0,6.0,1,1,5,6,2,4,bom,11,224,65.67164179104478,7.999999999899956,981199.9999877296,15331.250000191725,3
Nissan,370Z Touring,2012,65000,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,21500,332.0,3.7,6.0,24.0,6.0,3,2,2,4,5,1,bom,3,84,89.72972972972973,11.999999999899956,779999.9999934972,5416.666666711825,1
Honda,Accord EX-L,2014,62000,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Gray,Black,At least 1 accident or damage reported,Yes,18987,185.0,2.4,4.0,24.0,7.0,2,0,0,13,0,0,avg,2,48,77.08333333333334,9.999999999899956,619999.9999937973,6200.0000000620275,1
Ford,Shelby GT500 Base,2014,15629,Gasoline,5.8L V8 32V MPFI DOHC Supercharged,6-Speed Manual,Black,Black,None reported,No,61900,311.0,5.8,8.0,32.0,6.0,1,1,5,11,8,5,avg,4,224,53.62068965517241,9.999999999899956,156289.9999984364,1562.900000015636,3
Tesla,Model Y Long Range,2022,21404,Elétrico,425.0HP Electric Motor Electric Fuel System,A/T,White,White,None reported,Yes,49500,425.0,3.5,6.0,24.0,7.0,3,3,4,14,1,6,bom,11,47,121.42857142857143,1.9999999998999556,42807.99999785865,10702.000000535338,2
Cadillac,Escalade ESV Base,2007,191900,Gasoline,403.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,9750,403.0,6.2,8.0,24.0,7.0,1,1,5,16,2,2,avg,2,77,65.0,16.999999999899956,3262299.9999808013,11288.235294184078,0
Lamborghini,Huracan LP610-4,2015,34152,Gasoline,602.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Red,None reported,Yes,185500,602.0,5.2,10.0,24.0,7.0,1,1,3,8,4,2,bom,1,17,115.76923076923076,8.999999999899956,307367.99999658327,3794.6666667088484,3
Porsche,718 Boxster S,2018,50000,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,55000,350.0,2.5,4.0,24.0,7.0,2,3,0,17,1,0,avg,2,159,140.0,5.999999999899956,299999.99999499775,8333.333333472285,2
GMC,Sierra 1500 SLE,2015,102000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,24500,355.0,5.3,8.0,24.0,6.0,1,1,5,6,2,4,avg,1,55,66.9811320754717,8.999999999899956,917999.9999897955,11333.333333459315,3
Lexus,CT 200h Premium,2015,101000,Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Black,Black,At least 1 accident or damage reported,Yes,16500,134.0,1.8,4.0,24.0,7.0,2,0,0,13,0,0,avg,4,125,74.44444444444444,8.999999999899956,908999.9999898955,11222.222222346969,1
Cadillac,Escalade Premium,2010,104000,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Gray,Black,None reported,Yes,19500,403.0,6.2,8.0,24.0,7.0,1,1,5,16,2,2,bom,3,77,65.0,13.999999999899956,1455999.9999895953,7428.571428624513,3
Mercedes-Benz,SL-Class SL550 Roadster,2008,33300,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,34500,382.0,5.5,8.0,24.0,7.0,1,1,5,16,2,2,bom,3,194,69.45454545454545,15.999999999899956,532799.9999966685,2081.2500000130135,3
Kia,Forte Koup EX,2013,134207,Gasoline,156.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,5500,156.0,2.0,4.0,24.0,7.0,2,0,0,13,0,0,avg,2,61,78.0,10.999999999899956,1476276.9999865734,12200.636363747328,1
Volvo,V60 Cross Country T5,2020,10500,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,36000,250.0,2.0,4.0,24.0,8.0,2,0,0,17,0,0,bom,1,26,125.0,3.9999999998999556,41999.99999894953,2625.000000065654,2
Ford,F-150 XLT,2016,71000,E85 Flex Fuel,385.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,At least 1 accident or damage reported,Yes,24350,385.0,5.0,8.0,24.0,7.0,1,1,5,16,2,2,avg,6,224,77.0,7.999999999899956,567999.9999928968,8875.000000110987,3
Kia,K5 EX,2021,11154,Gasoline,1.6L I4 16V GDI DOHC Turbo,8-Speed Automatic,Glacial White Pearl,Black,None reported,No,28998,311.0,1.6,4.0,16.0,8.0,2,3,1,7,3,3,avg,1,61,194.375,2.9999999998999556,33461.9999988841,3718.0000001239882,2
Maserati,Quattroporte S GranLusso,2017,55000,Gasoline,405.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,Yes,39100,405.0,3.0,6.0,24.0,7.0,3,3,4,14,1,6,bom,1,28,135.0,6.999999999899956,384999.9999944976,7857.142857255152,2
Nissan,GT-R Premium,2017,37800,Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Orange,None reported,Yes,149500,565.0,3.8,6.0,24.0,7.0,1,3,3,5,6,6,bom,7,84,148.6842105263158,6.999999999899956,264599.9999962183,5400.000000077177,2
Tesla,Model S 90D,2016,74122,Elétrico,417.0HP Electric Motor Electric Fuel System,A/T,Black,Black,None reported,Yes,35900,417.0,3.5,6.0,24.0,7.0,3,3,4,14,1,6,bom,1,47,119.14285714285714,7.999999999899956,592975.9999925845,9265.250000115868,2
Chrysler,300 S,2014,121500,Gasoline,363.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Black,None reported,Yes,15999,363.0,5.7,8.0,24.0,5.0,1,1,5,6,2,4,bom,3,22,63.68421052631579,9.999999999899956,1214999.9999878446,12150.000000121554,3
Mitsubishi,Lancer Evolution IX,2006,77000,Gasoline,286.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Black,None reported,Yes,57000,286.0,2.0,4.0,24.0,5.0,2,2,2,2,7,0,bom,1,17,143.0,17.999999999899956,1385999.9999922966,4277.777777801553,1
Chevrolet,Suburban 1500 LTZ,2011,194000,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,Yes,9950,320.0,5.3,8.0,24.0,6.0,1,1,5,6,2,4,bom,4,190,60.37735849056604,12.999999999899956,2521999.9999805912,14923.076923191767,0
Mercedes-Benz,GL-Class GL 450 4MATIC,2013,63300,Gasoline,362.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,22800,362.0,4.6,8.0,24.0,7.0,1,1,5,16,2,2,bom,3,194,78.69565217391305,10.999999999899956,696299.9999936672,5754.545454597792,3
BMW,X6 M Base,2022,10376,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Ametrin Metallic,Black,None reported,No,98900,311.0,4.4,8.0,32.0,8.0,0,1,4,11,8,5,avg,8,297,70.68181818181817,1.9999999998999556,20751.99999896194,5188.000000259515,3
BMW,335 i,2011,73000,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Beige,None reported,Yes,16000,300.0,3.0,6.0,24.0,7.0,3,3,4,1,9,1,bom,4,297,100.0,12.999999999899956,948999.9999926968,5615.38461542783,1
INFINITI,QX60 Base,2016,71000,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,21500,265.0,3.5,6.0,24.0,7.0,3,3,4,12,9,1,bom,5,44,75.71428571428571,7.999999999899956,567999.9999928968,8875.000000110987,1
Porsche,Cayman GTS,2015,11500,Gasoline,340.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,72000,340.0,3.4,6.0,24.0,7.0,3,3,4,12,9,1,bom,1,159,100.0,8.999999999899956,103499.9999988495,1277.7777777919816,2
Lexus,IS 250 Base,2011,107818,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,At least 1 accident or damage reported,Yes,11400,204.0,2.5,6.0,24.0,6.0,3,2,2,4,5,1,avg,4,125,81.6,12.999999999899956,1401633.9999892134,8293.692307756133,1
Mercedes-Benz,AMG GT C,2020,15000,Gasoline,550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,129000,550.0,4.0,8.0,24.0,7.0,1,1,3,5,6,2,bom,2,194,137.5,3.9999999998999556,59999.999998499334,3750.0000000937916,3
Jeep,Grand Cherokee Limited,2015,157000,E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Black,None reported,Yes,17000,290.0,3.6,6.0,24.0,7.0,3,3,4,12,9,1,bom,5,99,80.55555555555556,8.999999999899956,1412999.999984293,17444.444444638357,1
Mercedes-Benz,AMG G 63 4MATIC,2022,2000,Gasoline,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,No,244896,577.0,4.0,8.0,24.0,7.0,1,1,3,5,6,2,avg,1,194,144.25,1.9999999998999556,3999.999999799911,1000.0000000500222,2
Toyota,Camry Solara SLE,2007,37216,Gasoline,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Beige,At least 1 accident or damage reported,Yes,14995,210.0,3.3,6.0,24.0,7.0,3,0,4,3,9,1,avg,3,131,63.63636363636364,16.999999999899956,632671.9999962768,2189.1764706011186,1
Cadillac,CT5 Premium Luxury,2023,6090,Gasoline,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,46900,237.0,2.0,4.0,24.0,7.0,2,0,0,17,0,0,bom,1,77,118.5,0.9999999998999556,6089.9999993907295,6090.0000006092705,2
INFINITI,QX80 Base,2014,161894,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,None reported,Yes,18900,400.0,5.6,8.0,24.0,7.0,1,1,5,16,2,2,bom,5,44,71.42857142857143,9.999999999899956,1618939.9999838034,16189.400000161966,3
BMW,X7 xDrive40i,2023,2950,Hybrid,375.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Brown,None reported,Yes,87000,375.0,3.0,6.0,24.0,8.0,0,3,4,10,1,6,bom,9,297,125.0,0.9999999998999556,2949.999999704869,2950.000000295131,2
BMW,325 xi,2006,137825,Gasoline,215.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,4000,215.0,3.0,6.0,24.0,6.0,3,2,2,4,5,1,bom,1,297,71.66666666666667,17.999999999899956,2480849.9999862113,7656.944444487002,0
Mercedes-Benz,CLK-Class 550,2007,138000,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,At least 1 accident or damage reported,Yes,10000,382.0,5.5,8.0,24.0,7.0,1,1,5,16,2,2,avg,1,194,69.45454545454545,16.999999999899956,2345999.999986194,8117.647058871302,0
BMW,435 Gran Coupe i,2015,60100,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,None reported,Yes,24995,300.0,3.0,6.0,24.0,8.0,0,3,4,10,9,6,bom,2,297,100.0,8.999999999899956,540899.9999939874,6677.7777778520085,2
Hyundai,Tucson SE,2007,16200,Gasoline,173.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,8200,173.0,2.7,6.0,24.0,7.0,3,0,4,3,9,1,bom,1,49,64.07407407407408,16.999999999899956,275399.99999837927,952.9411764761962,1
Kia,Niro Plug-In Hybrid EX Premium,2022,36602,Hybrid,1.6L I4 16V GDI DOHC Hybrid,6-Speed Automatic with Auto-Shift,Horizon Blue,Charcoal,None reported,Yes,31995,311.0,1.6,4.0,16.0,6.0,2,3,1,7,3,3,bom,1,61,194.375,1.9999999998999556,73203.99999633817,18301.000000915457,2
Land,Rover Range Rover 3.0L Supercharged HSE,2016,103000,Gasoline,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,33999,380.0,3.0,6.0,24.0,7.0,3,3,4,14,1,6,bom,2,102,126.66666666666667,7.999999999899956,823999.9999896954,12875.00000016101,2
Toyota,Highlander Limited Platinum,2015,135140,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,23500,270.0,3.5,6.0,24.0,7.0,3,3,4,1,9,1,bom,1,131,77.14285714285714,8.999999999899956,1216259.99998648,15015.555555722469,1
Nissan,370Z Base,2009,79893,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,None reported,Yes,15900,332.0,3.7,6.0,24.0,7.0,3,3,4,12,9,1,bom,2,84,89.72972972972973,14.999999999899956,1198394.9999920072,5326.200000035524,1
RAM,1500 Laramie,2022,13464,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Diamond Black,Black,None reported,No,46999,311.0,5.7,8.0,16.0,8.0,1,1,5,9,4,3,avg,15,74,54.56140350877193,1.9999999998999556,26927.999998653002,6732.0000003367495,3
Lincoln,Nautilus Reserve,2021,18160,Gasoline,2.7L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Silver Radiance,Slate,None reported,No,46850,311.0,2.7,6.0,24.0,8.0,0,3,4,10,1,6,avg,4,34,115.18518518518518,2.9999999998999556,54479.99999818319,6053.333333535201,2
Ford,Ranger Sport SuperCab,2009,166200,Gasoline,207.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,6999,207.0,4.0,6.0,24.0,7.0,3,0,4,3,9,1,avg,1,224,51.75,14.999999999899956,2492999.9999833726,11080.0000000739,0
Honda,S2000 CR,2008,44300,Gasoline,237.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,M/T,Yellow,Black,None reported,Yes,62000,237.0,2.2,4.0,24.0,7.0,2,0,0,17,0,0,bom,2,48,107.72727272727272,15.999999999899956,708799.9999955681,2768.7500000173122,1
Jaguar,XJ8 L,2000,45000,Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Beige,None reported,Yes,12500,290.0,4.0,8.0,24.0,7.0,3,1,5,16,9,1,bom,2,36,72.5,23.999999999899956,1079999.999995498,1875.000000007816,0
Audi,R8 5.2 V10,2018,8940,Gasoline,5.2L V10 40V PDI DOHC,7-Speed Automatic with Auto-Shift,Tango Red Metallic,Black,None reported,No,144900,311.0,5.2,10.0,40.0,7.0,1,1,5,11,8,5,avg,2,139,59.80769230769231,5.999999999899956,53639.9999991056,1490.0000000248444,3
Subaru,WRX Base,2017,60930,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,23750,268.0,2.0,4.0,24.0,6.0,2,0,0,2,7,0,bom,2,47,134.0,6.999999999899956,426509.9999939043,8704.285714410116,1
Land,Rover Range Rover 5.0L V8 Supercharged,2019,31866,Gasoline,"5L V-8 gasoline direct injection, DOHC, variable valve control,","Automatic, 8-Spd",Black,Black,None reported,No,68900,311.0,5.0,6.0,24.0,8.0,0,1,4,10,9,6,avg,2,102,62.2,4.999999999899956,159329.999996812,6373.200000127521,3
Land,Rover Range Rover HSE,2012,66500,Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,19950,385.0,5.0,8.0,24.0,7.0,1,1,5,16,2,2,bom,1,102,77.0,11.999999999899956,797999.9999933471,5541.6666667128675,3
Ford,F-150 XLT SuperCab,2004,187000,Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,6299,300.0,5.4,8.0,24.0,7.0,1,1,5,16,2,2,bom,3,224,55.55555555555555,19.999999999899956,3739999.9999812916,9350.000000046772,0
Honda,Pilot EX,2004,184000,Gasoline,240.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,10500,240.0,3.5,6.0,24.0,7.0,3,0,4,3,9,1,avg,1,48,68.57142857142857,19.999999999899956,3679999.999981592,9200.00000004602,0
Mazda,MX-5 Miata Sport,2008,39800,Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,Yes,13250,158.0,2.0,4.0,24.0,7.0,2,0,0,13,0,0,bom,2,52,79.0,15.999999999899956,636799.9999960182,2487.5000000155537,1
Audi,A5 2.0T Premium,2018,67035,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Pink,Brown,At least 1 accident or damage reported,Yes,31500,252.0,2.0,4.0,24.0,7.0,2,0,0,17,0,0,avg,3,139,126.0,5.999999999899956,402209.99999329355,11172.500000186292,1
BMW,430 i xDrive,2021,16900,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,White,None reported,Yes,43000,255.0,2.0,4.0,24.0,8.0,2,0,0,17,0,0,bom,1,297,127.5,2.9999999998999556,50699.99999830925,5633.333333521195,2
